Energy_eV,39.5,40,40.5,41,41.5,42,42.5,43,43.5,44,44.5,45,45.5,46,46.5,47,47.5,48,48.4,48.8,48.9,49,49.1,49.2,49.3,49.4,49.5,49.6,50,50.4
Intensity,0.57,0.7,1.12,2.45,3.99,6.26,11,18.1,27.1,37.4,48.4,57.7,64.5,70.7,75.6,79.8,82.4,83.2,81.4,85.4,90.9,96.4,100,83.5,43.5,15.3,7.48,4.02,1.16,0.43
